0.6818,-1.0,80,1,3,0,0
0.6818,1.0227,100,1,3,0,0
0.6818,8.5227,0,0,0,14,11160
0.8523,-1.0,900,1,3,0,0
12.5909,12.5909,0,0,0,11,11160
1.0227,-1.0,20,7,3,0,0
48.0455,48.0455,0,0,0,11,1030
1.3636,-1.0,80,4,3,0,0
1.3636,1.7045,100,4,3,0,0
50.7727,50.7727,0,0,0,11,10040
1.5341,-1.0,900,4,3,0,0
53.5000,53.5000,0,0,0,11,10170
1.7045,-1.0,20,10,3,0,0
63.7273,63.7273,0,0,0,11,11160
2.0455,-1.0,80,1,3,0,0
2.0455,2.3864,100,1,3,0,0
74.3182,81.9886,0,0,0,14,11160
2.2159,-1.0,900,1,3,0,0
86.2273,86.2273,0,0,0,11,1030
2.3864,-1.0,20,7,3,0,0
88.9545,88.9545,0,0,0,11,10040
2.7273,-1.0,80,4,3,0,0
2.7273,3.0682,100,4,3,0,0
91.6818,91.6818,0,0,0,11,10170
2.8977,-1.0,900,4,3,0,0
97.1364,97.1364,0,0,0,11,11160
2.8977,-1.0,20,10,3,0,0
3.0682,-1.0,20,10,3,0,0
3.4091,-1.0,80,10,3,0,0
3.4091,3.7500,100,10,3,0,0
3.5795,-1.0,900,10,3,0,0
3.7500,-1.0,20,4,3,0,0
4.0909,-1.0,80,7,3,0,0
4.0909,4.4318,100,7,3,0,0
4.2614,-1.0,900,7,3,0,0
4.4318,-1.0,20,1,3,0,0
4.7727,-1.0,80,10,3,0,0
4.7727,5.1136,100,10,3,0,0
4.9432,-1.0,900,10,3,0,0
5.1136,-1.0,20,4,3,0,0
5.4545,-1.0,80,7,3,0,0
5.4545,5.7955,100,7,3,0,0
5.6250,-1.0,20,1,3,0,0
5.6250,-1.0,900,7,3,0,0
5.7955,-1.0,20,1,3,0,0
6.1364,-1.0,81,1,3,0,0
6.1364,6.4773,101,1,3,0,0
6.3068,-1.0,900,1,3,0,0
6.4773,-1.0,50,7,3,0,0
6.8182,-1.0,81,4,3,0,0
6.8182,7.1591,101,4,3,0,0
6.9886,-1.0,900,4,3,0,0
7.1591,-1.0,50,10,3,0,0
7.5000,-1.0,81,1,3,0,0
7.5000,7.8409,101,1,3,0,0
7.6705,-1.0,900,1,3,0,0
7.8409,-1.0,50,7,3,0,0
8.1818,-1.0,20,4,3,0,0
8.3523,-1.0,20,7,3,0,0
8.5227,-1.0,50,4,3,0,0
8.8636,-1.0,20,1,3,0,0
8.8636,-1.0,20,10,3,0,0
9.2045,-1.0,10,7,3,0,0
9.5455,-1.0,20,1,3,0,0
9.5455,-1.0,20,10,3,0,0
