7.6852,-1.0,83,1,4,0,0
7.6852,7.9630,110,1,4,JumpScratch,6
1.0,1.0,0,0,0,34,11500
7.8241,-1.0,900,1,4,0,0
3.2222,3.2222,0,0,0,33,11500
7.9630,8.2407,110,3,4,JumpScratch,-6
5.4444,5.4444,0,0,0,32,11500
8.1019,-1.0,900,3,4,0,0
7.6667,7.6667,0,0,0,11,11500
8.2407,8.5185,110,1,4,JumpScratch,6
62.2222,69.6296,0,0,0,14,11500
8.3796,-1.0,900,1,4,0,0
107.1111,107.1111,0,0,0,32,11100
8.5185,8.8889,110,3,4,JumpScratch,-6
8.6574,-1.0,900,3,4,0,0
8.7963,-1.0,900,3,4,0,0
9.6296,-1.0,80,10,3,0,0
9.6296,9.9074,100,10,3,0,0
9.7685,-1.0,900,10,3,0,0
10.7407,-1.0,80,4,3,0,0
10.7407,11.0185,100,4,3,0,0
10.8796,-1.0,900,4,3,0,0
11.6667,-1.0,80,7,3,0,0
11.6667,11.9444,100,7,3,0,0
11.8056,-1.0,900,7,3,0,0
12.1296,-1.0,83,1,3,0,0
12.1296,12.4074,110,1,3,JumpScratch,6
12.2685,-1.0,900,1,3,0,0
12.4074,12.6852,110,4,3,JumpScratch,-6
12.5463,-1.0,900,4,3,0,0
12.6852,12.9630,110,1,3,JumpScratch,6
12.8241,-1.0,900,1,3,0,0
12.9630,13.3333,110,4,3,JumpScratch,-6
13.1019,-1.0,900,4,3,0,0
13.2407,-1.0,900,4,3,0,0
14.1667,-1.0,20,7,3,0,0
14.7222,-1.0,82,4,3,0,0
14.7222,15.0,110,4,3,JumpScratch,-6
14.8611,-1.0,900,4,3,0,0
15.0,15.2778,110,1,3,JumpScratch,6
15.1389,-1.0,900,1,3,0,0
15.8333,-1.0,81,9,4,0,0
15.8333,16.2963,101,9,4,0,0
15.9722,-1.0,900,9,4,0,0
16.1111,-1.0,900,9,4,0,0
16.2500,-1.0,900,9,4,0,0
16.2963,-1.0,10,3,4,0,0
16.5741,-1.0,83,7,4,0,0
16.5741,16.8519,110,7,4,JumpScratch,6
16.7130,-1.0,900,7,4,0,0
16.8519,17.1296,110,9,4,JumpScratch,-6
16.9907,-1.0,900,9,4,0,0
17.1296,17.4074,110,7,4,JumpScratch,6
17.2685,-1.0,900,7,4,0,0
17.7778,-1.0,80,1,3,0,0
17.7778,18.3333,100,1,3,0,0
17.9167,-1.0,900,1,3,0,0
18.0556,-1.0,900,1,3,0,0
18.1944,-1.0,900,1,3,0,0
18.8889,-1.0,80,7,3,0,0
18.8889,19.4444,100,7,3,0,0
19.0278,-1.0,900,7,3,0,0
19.1667,-1.0,900,7,3,0,0
19.3056,-1.0,900,7,3,0,0
20.0,-1.0,80,4,3,0,0
20.0,20.5556,100,4,3,0,0
20.1389,-1.0,900,4,3,0,0
20.2778,-1.0,900,4,3,0,0
20.4167,-1.0,900,4,3,0,0
21.1111,-1.0,80,10,3,0,0
21.1111,21.6667,100,10,3,0,0
21.2500,-1.0,900,10,3,0,0
21.3889,-1.0,900,10,3,0,0
21.5278,-1.0,900,10,3,0,0
22.2222,-1.0,80,4,3,0,0
