0.0,-1.0,10,1,4,0,0
39.3103,64.1379,0,0,0,14,2020
0.0,-1.0,10,9,2,0,0
94.6108,107.4680,0,0,0,15,2020
0.2069,-1.0,10,1,4,0,0
0.2069,-1.0,10,7,2,0,0
0.4138,-1.0,10,5,2,0,0
0.6207,-1.0,10,3,2,0,0
0.6207,-1.0,10,9,4,0,0
1.2414,-1.0,10,4,2,0,0
1.4483,-1.0,10,6,2,0,0
1.4483,-1.0,10,9,4,0,0
1.8621,-1.0,10,1,4,0,0
1.8621,-1.0,10,8,2,0,0
2.0690,-1.0,10,6,2,0,0
2.4828,-1.0,82,3,2,0,0
2.4828,2.8966,110,3,2,JumpScratch,4
2.4828,-1.0,82,9,2,0,0
2.4828,2.8966,110,9,2,JumpScratch,-4
2.6897,-1.0,900,3,2,0,0
2.6897,-1.0,900,9,2,0,0
3.3103,-1.0,10,3,2,0,0
3.3103,-1.0,10,9,4,0,0
3.5172,-1.0,10,5,2,0,0
3.5172,-1.0,10,9,4,0,0
3.7241,-1.0,10,7,2,0,0
3.9310,-1.0,10,1,4,0,0
3.9310,-1.0,10,9,2,0,0
4.5517,-1.0,10,8,2,0,0
4.7586,-1.0,10,1,4,0,0
4.7586,-1.0,10,6,2,0,0
5.1724,-1.0,10,4,2,0,0
5.1724,-1.0,10,9,4,0,0
5.3793,-1.0,10,6,2,0,0
5.7931,-1.0,82,3,2,0,0
5.7931,6.2069,110,3,2,JumpScratch,-4
5.7931,-1.0,82,9,2,0,0
5.7931,6.2069,110,9,2,JumpScratch,4
6.0,-1.0,900,3,2,0,0
6.0,-1.0,900,9,2,0,0
6.6207,-1.0,10,1,4,0,0
6.6207,-1.0,10,9,2,0,0
6.8276,-1.0,10,1,4,0,0
6.8276,-1.0,10,7,2,0,0
7.0345,-1.0,10,5,2,0,0
7.2414,-1.0,10,3,2,0,0
7.2414,-1.0,10,9,4,0,0
7.8621,-1.0,10,4,2,0,0
8.0690,-1.0,10,6,2,0,0
8.0690,-1.0,10,9,4,0,0
8.4828,-1.0,10,1,4,0,0
8.4828,-1.0,10,6,2,0,0
8.8966,-1.0,10,4,2,0,0
9.1034,-1.0,10,6,2,0,0
9.1034,-1.0,10,9,4,0,0
9.5172,-1.0,82,3,2,0,0
9.5172,9.9310,110,3,2,JumpScratch,5
9.5172,-1.0,82,9,2,0,0
9.5172,10.5517,110,9,2,JumpScratch,-5
9.7241,-1.0,900,3,2,0,0
9.7241,-1.0,900,9,2,0,0
9.9310,10.1379,110,6,2,JumpScratch,-5
9.9310,-1.0,900,9,2,0,0
10.1379,11.1724,110,3,2,0,0
10.1379,-1.0,900,9,2,0,0
10.3448,-1.0,900,3,2,0,0
10.3448,-1.0,900,9,2,0,0
10.5517,-1.0,900,3,2,0,0
10.5517,11.1724,110,6,2,0,0
10.7586,-1.0,900,3,2,0,0
10.7586,-1.0,900,6,2,0,0
10.9655,-1.0,900,3,2,0,0
10.9655,-1.0,900,6,2,0,0
11.5862,-1.0,10,11,2,0,0
11.7931,-1.0,50,3,4,0,0
11.7931,-1.0,10,9,2,0,0
12.0,-1.0,10,1,2,0,0
12.2069,-1.0,10,3,2,0,0
12.2069,-1.0,50,7,4,0,0
12.6207,-1.0,50,1,4,0,0
12.6207,-1.0,50,9,4,0,0
13.2414,-1.0,82,1,3,0,0
13.2414,14.6897,110,1,3,JumpScratch,4
13.2414,-1.0,10,10,3,0,0
13.4483,-1.0,900,1,3,0,0
13.4483,-1.0,40,1,3,0,0
13.4483,-1.0,10,7,3,0,0
13.6552,-1.0,900,1,3,0,0
13.6552,-1.0,10,9,3,0,0
13.8621,-1.0,900,1,3,0,0
13.8621,-1.0,40,1,3,0,0
13.8621,-1.0,10,6,3,0,0
14.0690,-1.0,900,1,3,0,0
14.2759,-1.0,900,1,3,0,0
14.2759,-1.0,40,1,3,0,0
14.4828,-1.0,900,1,3,0,0
14.4828,-1.0,10,7,3,0,0
14.6897,15.9310,110,1,4,0,0
14.6897,-1.0,10,10,3,0,0
14.8966,-1.0,900,1,4,0,0
15.1034,-1.0,900,1,4,0,0
