0.0,-1.0,80,4,2,0,0
0.0,1.7910,100,4,2,0,0
42.9851,48.3582,0,0,0,14,2030
0.0,-1.0,10,11,2,0,0
50.1493,55.5224,0,0,0,14,2010
0.2239,-1.0,900,4,2,0,0
92.3433,120.0,0,0,0,14,10010
0.2239,-1.0,10,8,2,0,0
0.4478,-1.0,900,4,2,0,0
0.4478,-1.0,10,11,2,0,0
0.6716,-1.0,900,4,2,0,0
0.6716,-1.0,10,8,2,0,0
0.8955,-1.0,900,4,2,0,0
0.8955,-1.0,10,11,2,0,0
1.1194,-1.0,900,4,2,0,0
1.1194,-1.0,10,8,2,0,0
1.3433,-1.0,900,4,2,0,0
1.3433,-1.0,10,11,2,0,0
1.5672,-1.0,900,4,2,0,0
1.5672,-1.0,10,8,2,0,0
1.7910,-1.0,80,1,2,0,0
1.7910,3.5821,100,1,2,0,0
1.7910,-1.0,10,9,2,0,0
2.0149,-1.0,900,1,2,0,0
2.0149,-1.0,10,6,2,0,0
2.2388,-1.0,900,1,2,0,0
2.2388,-1.0,10,9,2,0,0
2.4627,-1.0,900,1,2,0,0
2.4627,-1.0,10,6,2,0,0
2.6866,-1.0,900,1,2,0,0
2.6866,-1.0,10,9,2,0,0
2.9104,-1.0,900,1,2,0,0
2.9104,-1.0,10,6,2,0,0
3.1343,-1.0,900,1,2,0,0
3.1343,-1.0,10,9,2,0,0
3.3582,-1.0,900,1,2,0,0
3.3582,-1.0,10,6,2,0,0
3.5821,-1.0,10,6,2,0,0
3.5821,-1.0,80,11,2,0,0
3.5821,5.3731,100,11,2,0,0
3.8060,-1.0,10,3,2,0,0
3.8060,-1.0,900,11,2,0,0
4.0299,-1.0,10,6,2,0,0
4.0299,-1.0,900,11,2,0,0
4.2537,-1.0,10,3,2,0,0
4.2537,-1.0,900,11,2,0,0
4.4776,-1.0,10,6,2,0,0
4.4776,-1.0,900,11,2,0,0
4.7015,-1.0,10,3,2,0,0
4.7015,-1.0,900,11,2,0,0
4.9254,-1.0,10,6,2,0,0
4.9254,-1.0,900,11,2,0,0
5.1493,-1.0,10,3,2,0,0
5.1493,-1.0,900,11,2,0,0
5.3731,-1.0,10,4,2,0,0
5.3731,-1.0,82,8,2,0,0
5.3731,7.1642,110,8,2,JumpScratch,5
5.5970,-1.0,10,1,2,0,0
