0.0,-1.0,80,10,3,0,0
0.0,1.3433,100,10,3,0,0
42.9851,48.3582,0,0,0,32,2030
0.2239,-1.0,900,10,3,0,0
50.1493,55.5224,0,0,0,32,2010
0.4478,-1.0,900,10,3,0,0
154.0299,159.6269,0,0,0,14,2010
0.4478,-1.0,30,10,3,0,0
161.1940,166.3433,0,0,0,14,2030
0.6716,-1.0,900,10,3,0,0
208.7612,208.7612,0,0,0,11,2030
0.8955,-1.0,900,10,3,0,0
210.5522,210.5522,0,0,0,11,2010
0.8955,-1.0,30,10,3,0,0
240.0,243.5821,0,0,0,14,2010
1.1194,-1.0,900,10,3,0,0
247.1642,252.0896,0,0,0,14,2030
1.7910,-1.0,80,4,3,0,0
1.7910,3.1343,100,4,3,0,0
261.4925,264.6269,0,0,0,14,10010
2.0149,-1.0,900,4,3,0,0
2.2388,-1.0,900,4,3,0,0
2.2388,-1.0,30,4,3,0,0
2.4627,-1.0,900,4,3,0,0
2.6866,-1.0,900,4,3,0,0
2.6866,-1.0,30,4,3,0,0
2.9104,-1.0,900,4,3,0,0
3.5821,-1.0,80,7,3,0,0
3.5821,4.9254,100,7,3,0,0
3.8060,-1.0,900,7,3,0,0
4.0299,-1.0,900,7,3,0,0
4.0299,-1.0,30,7,3,0,0
4.2537,-1.0,900,7,3,0,0
4.4776,-1.0,900,7,3,0,0
4.4776,-1.0,30,7,3,0,0
4.7015,-1.0,900,7,3,0,0
5.3731,-1.0,80,1,3,0,0
5.3731,6.7164,100,1,3,0,0
5.5970,-1.0,900,1,3,0,0
5.8209,-1.0,900,1,3,0,0
5.8209,-1.0,30,1,3,0,0
6.0448,-1.0,900,1,3,0,0
6.2687,-1.0,900,1,3,0,0
6.2687,-1.0,30,1,3,0,0
6.4925,-1.0,900,1,3,0,0
7.1642,-1.0,82,9,4,0,0
7.1642,8.0597,110,9,4,JumpScratch,-5
7.3881,-1.0,900,9,4,0,0
7.6119,-1.0,900,9,4,0,0
7.6119,-1.0,31,9,4,0,0
7.8358,-1.0,900,9,4,0,0
8.0597,8.9552,110,8,4,JumpScratch,-5
8.2836,-1.0,900,8,4,0,0
8.5075,-1.0,900,8,4,0,0
8.5075,-1.0,31,8,4,0,0
8.7313,-1.0,900,8,4,0,0
8.9552,9.8507,110,7,4,JumpScratch,-5
9.1791,-1.0,900,7,4,0,0
9.4030,-1.0,900,7,4,0,0
9.4030,-1.0,31,7,4,0,0
9.6269,-1.0,900,7,4,0,0
9.8507,10.2985,110,6,4,0,0
10.0746,-1.0,900,6,4,0,0
10.7463,-1.0,82,1,4,0,0
10.7463,11.6418,110,1,4,JumpScratch,5
10.9701,-1.0,900,1,4,0,0
11.1940,-1.0,900,1,4,0,0
11.1940,-1.0,31,1,4,0,0
11.4179,-1.0,900,1,4,0,0
11.6418,12.5373,110,2,4,JumpScratch,5
11.8657,-1.0,900,2,4,0,0
12.0896,-1.0,900,2,4,0,0
12.0896,-1.0,31,2,4,0,0
