0.0,-1.0,80,8,2,0,0
0.0,0.3158,100,8,2,0,0
64.4211,78.9474,0,0,0,14,10020
0.1579,-1.0,900,8,2,0,0
79.9474,79.9474,0,0,0,14,1010
0.3158,-1.0,80,1,2,0,0
0.3158,0.6316,100,1,2,0,0
81.2105,81.2105,0,0,0,14,1020
0.4737,-1.0,900,1,2,0,0
82.4737,82.4737,0,0,0,14,1010
0.6316,-1.0,80,5,2,0,0
0.6316,0.9474,100,5,2,0,0
83.7368,83.7368,0,0,0,14,1020
0.7895,-1.0,900,5,2,0,0
85.0,85.0,0,0,0,11,10210
0.9474,-1.0,80,11,2,0,0
0.9474,1.2632,100,11,2,0,0
85.6316,85.6316,0,0,0,14,10020
1.1053,-1.0,900,11,2,0,0
133.6316,146.8421,0,0,0,14,10020
1.2632,-1.0,80,4,2,0,0
1.2632,1.5789,100,4,2,0,0
148.1579,148.1579,0,0,0,14,1020
1.2632,-1.0,80,8,2,0,0
1.2632,1.5789,100,8,2,0,0
149.4211,149.4211,0,0,0,14,1010
1.4211,-1.0,900,4,2,0,0
150.6842,150.6842,0,0,0,14,1020
1.4211,-1.0,900,8,2,0,0
151.9474,151.9474,0,0,0,14,1010
1.8947,-1.0,80,1,2,0,0
1.8947,2.2105,100,1,2,0,0
153.2105,153.2105,0,0,0,11,10210
1.8947,-1.0,80,5,2,0,0
1.8947,2.2105,100,5,2,0,0
153.8421,153.8421,0,0,0,14,10020
2.0526,-1.0,900,1,2,0,0
190.4737,190.4737,0,0,0,11,1010
2.0526,-1.0,900,5,2,0,0
191.7368,191.7368,0,0,0,11,1010
2.5263,-1.0,80,8,2,0,0
2.5263,2.8421,100,8,2,0,0
193.0,193.0,0,0,0,11,1010
2.6842,-1.0,900,8,2,0,0
194.2632,194.2632,0,0,0,11,1010
2.8421,-1.0,80,1,2,0,0
2.8421,3.1579,100,1,2,0,0
195.5263,195.5263,0,0,0,11,1020
3.0,-1.0,900,1,2,0,0
196.7895,196.7895,0,0,0,11,1020
3.1579,-1.0,80,5,2,0,0
3.1579,3.4737,100,5,2,0,0
198.0526,198.0526,0,0,0,11,1020
3.3158,-1.0,900,5,2,0,0
199.3158,203.6842,0,0,0,14,10170
3.4737,-1.0,80,11,2,0,0
3.4737,3.7895,100,11,2,0,0
205.0,205.0,0,0,0,14,1010
3.6316,-1.0,900,11,2,0,0
206.2632,206.2632,0,0,0,14,1020
3.7895,-1.0,80,4,2,0,0
3.7895,4.1053,100,4,2,0,0
207.5263,207.5263,0,0,0,14,1010
3.7895,-1.0,80,8,2,0,0
3.7895,4.1053,100,8,2,0,0
208.7895,208.7895,0,0,0,14,1020
3.9474,-1.0,900,4,2,0,0
210.0526,210.0526,0,0,0,11,10210
3.9474,-1.0,900,8,2,0,0
210.6842,210.6842,0,0,0,14,10020
4.4211,-1.0,10,11,2,0,0
211.9474,211.9474,0,0,0,11,1010
4.5789,-1.0,10,8,2,0,0
215.1053,215.1053,0,0,0,11,1020
4.7368,-1.0,10,5,2,0,0
218.2632,218.2632,0,0,0,11,10210
5.0526,-1.0,80,8,2,0,0
5.0526,5.3684,100,8,2,0,0
218.7368,218.7368,0,0,0,11,10020
5.2105,-1.0,900,8,2,0,0
229.8947,234.1579,0,0,0,14,10210
5.3684,-1.0,80,1,2,0,0
5.3684,5.6842,100,1,2,0,0
5.5263,-1.0,900,1,2,0,0
5.6842,-1.0,80,5,2,0,0
5.6842,6.0,100,5,2,0,0
5.8421,-1.0,900,5,2,0,0
6.0,-1.0,80,11,2,0,0
6.0,6.3158,100,11,2,0,0
6.1579,-1.0,900,11,2,0,0
6.3158,-1.0,80,4,2,0,0
6.3158,6.6316,100,4,2,0,0
6.3158,-1.0,80,8,2,0,0
6.3158,6.6316,100,8,2,0,0
6.4737,-1.0,900,4,2,0,0
6.4737,-1.0,900,8,2,0,0
6.9474,-1.0,80,1,2,0,0
6.9474,7.2632,100,1,2,0,0
6.9474,-1.0,80,5,2,0,0
6.9474,7.2632,100,5,2,0,0
7.1053,-1.0,900,1,2,0,0
7.1053,-1.0,900,5,2,0,0
7.5789,-1.0,80,10,2,0,0
7.5789,7.8947,100,10,2,0,0
7.7368,-1.0,900,10,2,0,0
7.8947,-1.0,80,1,2,0,0
7.8947,8.2105,100,1,2,0,0
8.0526,-1.0,900,1,2,0,0
8.2105,-1.0,80,5,2,0,0
8.2105,8.5263,100,5,2,0,0
8.3684,-1.0,900,5,2,0,0
8.5263,-1.0,80,11,2,0,0
8.5263,8.8421,100,11,2,0,0
8.6842,-1.0,900,11,2,0,0
8.8421,-1.0,80,4,2,0,0
8.8421,9.1579,100,4,2,0,0
8.8421,-1.0,80,8,2,0,0
8.8421,9.1579,100,8,2,0,0
9.0,-1.0,900,4,2,0,0
9.0,-1.0,900,8,2,0,0
9.3158,-1.0,10,8,2,0,0
9.4737,-1.0,10,11,2,0,0
9.6316,-1.0,10,8,2,0,0
9.7895,-1.0,10,5,2,0,0
9.9474,-1.0,10,9,2,0,0
10.1053,-1.0,80,5,2,0,0
10.1053,10.4211,100,5,2,0,0
10.1053,-1.0,10,11,2,0,0
10.2632,-1.0,900,5,2,0,0
10.2632,-1.0,10,11,2,0,0
10.4211,-1.0,80,2,2,0,0
10.4211,10.7368,100,2,2,0,0
10.4211,-1.0,10,11,2,0,0
10.5789,-1.0,900,2,2,0,0
10.5789,-1.0,10,11,2,0,0
