108.8060,-1,20,1,5
108.3582,-1,10,1,4
107.6866,-1,900,5,4
107.4627,-1,80,5,4
107.2388,-1,10,1,4
107.0149,-1,10,5,4
106.7910,-1,10,9,4
106.3433,-1,900,1,5
106.2313,-1,30,1,5
106.1194,-1,80,1,5
105.6716,-1,10,1,5
105.2239,-1,10,8,5
105.0,-1,10,1,5
104.7761,-1,10,8,5
104.3284,-1,10,1,5
103.8806,-1,10,1,5
103.6567,-1,20,7,6
103.4328,-1,10,1,6
102.9851,-1,10,4,6
102.5373,-1,10,8,5
102.3134,-1,10,1,5
102.0896,-1,10,8,5
101.6418,-1,10,4,6
101.1940,-1,10,4,6
100.7463,-1,10,1,5
100.5224,-1,10,8,5
100.2985,-1,10,1,5
100.0746,-1,20,1,6
99.8507,-1,20,1,6
99.6269,-1,20,1,6
99.1791,-1,900,7,6
99.0672,-1,30,7,6
98.9552,-1,80,7,6
98.5075,-1,10,1,5
98.0597,-1,10,8,5
97.6119,-1,10,1,5
97.1642,-1,10,8,5
96.7164,-1,10,1,5
96.2687,-1,10,7,5
96.0448,-1,10,2,5
95.8209,-1,10,7,5
95.3731,-1,10,8,5
95.1493,-1,900,1,5
94.9254,-1,80,1,5
94.4776,-1,10,8,5
94.0299,-1,10,1,5
93.5821,-1,10,8,5
93.1343,-1,10,1,5
92.6866,-1,20,1,5
92.2388,-1,10,1,4
92.0149,-1,10,1,4
91.5672,-1,900,5,4
91.3433,-1,80,5,4
90.6716,-1,900,1,4
90.4478,-1,900,1,4
90.2239,-1,900,1,4
90.0,-1,900,1,4
89.8881,-1,30,9,4
89.7761,-1,900,1,4
89.5522,-1,80,1,4
88.8806,-1,900,1,4
88.6567,-1,80,1,4
87.9851,-1,900,5,4
87.7612,-1,80,5,4
87.5373,-1,10,1,4
87.3134,-1,10,9,4
86.8657,-1,10,5,4
86.1940,-1,900,1,4
85.9701,-1,80,1,4
85.5224,-1,10,5,4
85.2985,-1,900,1,4
85.0746,-1,80,1,4
84.6269,-1,10,9,4
84.4030,-1,900,1,4
84.1791,-1,80,1,4
83.5075,-1,900,5,4
83.2836,-1,80,5,4
82.8358,-1,80,9,4
82.3881,-1,80,1,4
81.9403,-1,10,4,4
81.4925,-1,10,3,4
81.0448,-1,10,2,4
80.5970,-1,10,1,4
80.1493,-1,10,4,6
79.7015,-1,10,4,6
79.0299,-1,900,1,4
78.8060,-1,80,1,4
78.3582,-1,10,3,4
77.9104,-1,10,4,4
77.4627,-1,10,2,4
77.0149,-1,10,1,4
76.3433,-1,900,1,5
76.1194,-1,900,1,5
76.0075,-1,30,1,5
75.8955,-1,900,1,5
75.6716,-1,900,1,5
75.5597,-1,30,8,5
75.4478,-1,900,1,5
75.2239,-1,80,1,5
74.7761,-1,10,7,6
74.3284,-1,10,1,6
73.8806,-1,10,7,6
73.4328,-1,10,7,6
72.9851,-1,10,1,6
72.7612,-1,900,8,5
72.5373,-1,80,8,5
72.0896,-1,10,1,6
71.8657,-1,900,9,4
71.6418,-1,80,9,4
71.1940,-1,10,5,4
70.7463,-1,10,1,4
70.2985,-1,20,7,6
70.0746,-1,900,1,4
69.8507,-1,80,1,4
69.4030,-1,10,5,4
68.9552,-1,10,9,4
68.2836,-1,900,2,4
68.0597,-1,80,2,4
67.6119,-1,10,1,5
67.1642,-1,10,8,5
66.7164,-1,10,1,5
66.2687,-1,10,8,5
65.8209,-1,20,4,6
65.1493,-1,10,1,5
64.7015,-1,900,1,5
64.4776,-1,80,1,5
64.2537,-1,10,7,6
63.8060,-1,10,1,6
63.1343,-1,20,4,6
62.4627,-1,10,1,6
62.2388,-1,10,7,6
62.0149,-1,10,1,6
61.5672,-1,20,4,6
61.1194,-1,900,4,6
60.8955,-1,81,4,6
60.2239,-1,900,2,5
60.0,-1,80,2,5
59.3284,-1,900,1,5
59.1045,-1,80,1,5
58.6567,-1,10,8,5
58.4328,-1,10,1,5
58.2090,-1,10,8,5
57.7612,-1,10,4,6
57.3134,-1,10,4,6
56.8657,-1,10,5,4
56.4179,-1,10,5,4
55.9701,-1,10,5,4
55.5224,-1,20,1,4
55.2985,-1,900,9,4
55.0746,-1,80,9,4
54.6269,-1,10,5,4
54.1791,-1,10,1,4
53.7313,-1,20,1,4
51.9403,-1,20,5,4
51.2687,-1,900,1,4
51.0448,-1,80,1,4
50.3731,-1,900,5,4
50.1493,-1,80,5,4
48.3582,-1,20,1,4
47.4627,-1,20,4,6
47.2388,-1,20,5,4
46.7910,-1,900,5,4
46.5672,-1,81,5,4
45.8955,-1,900,2,4
45.6716,-1,80,2,4
45.2239,-1,10,1,4
44.7761,-1,10,1,4
44.5522,-1,10,5,4
44.1045,-1,900,4,6
43.8806,-1,80,4,6
43.4328,-1,10,2,4
43.2090,-1,900,7,5
42.9851,-1,80,7,5
42.5373,-1,10,2,5
42.3134,-1,900,8,4
42.0896,-1,80,8,4
41.6418,-1,10,2,6
41.4179,-1,900,9,3
41.1940,-1,80,9,3
40.9701,-1,10,2,4
40.5224,-1,900,6,6
40.2985,-1,80,6,6
39.8507,-1,20,7,6
39.4030,-1,10,1,4
38.9552,-1,20,8,5
38.5075,-1,10,1,4
38.0597,-1,20,9,4
37.6119,-1,10,1,4
36.9403,-1,900,4,6
36.7164,-1,80,4,6
36.2687,-1,10,6,6
35.8209,-1,10,2,6
35.3731,-1,10,1,4
34.9254,-1,10,4,4
34.4776,-1,10,2,4
34.0299,-1,10,1,4
33.5821,-1,20,4,6
33.1343,-1,20,4,6
32.4627,-1,900,1,4
32.2388,-1,80,1,4
31.7910,-1,10,1,4
31.3433,-1,10,4,4
30.8955,-1,10,2,4
30.4478,-1,10,1,4
29.7761,-1,900,2,4
29.5522,-1,900,2,4
29.4403,-1,30,8,4
29.3284,-1,900,2,4
29.2164,-1,30,2,4
29.1045,-1,900,2,4
28.8806,-1,900,2,4
28.6567,-1,80,2,4
27.9851,-1,900,1,4
27.7612,-1,80,1,4
27.0896,-1,900,3,4
26.8657,-1,80,3,4
26.4179,-1,10,3,6
25.9701,-1,10,3,6
25.0746,-1,10,3,6
24.1791,-1,10,5,6
23.7313,-1,10,5,6
23.2836,-1,10,5,6
22.6119,-1,900,1,4
22.3881,-1,80,1,4
21.7164,-1,900,3,4
21.4925,-1,80,3,4
20.5970,-1,10,3,6
20.1493,-1,10,3,6
19.7015,-1,10,3,6
19.2537,-1,20,1,5
18.8060,-1,10,5,6
17.9104,-1,10,5,6
17.0149,-1,10,3,6
16.5672,-1,10,3,6
16.1194,-1,10,3,6
15.6716,-1,10,1,5
15.2239,-1,10,1,5
14.5522,-1,900,4,6
14.3284,-1,80,4,6
13.8806,-1,10,4,6
13.4328,-1,10,4,6
12.9851,-1,10,4,6
12.5373,-1,10,4,6
11.6418,-1,10,1,6
11.1940,-1,10,7,6
10.7463,-1,10,1,6
10.2985,-1,10,4,6
9.8507,-1,10,4,6
9.4030,-1,10,4,6
8.9552,-1,10,4,6
8.0597,-1,10,7,6
7.6119,-1,10,1,6
7.1642,-1,10,7,6
6.4925,-1,900,4,6
6.2687,-1,80,4,6
6.0448,-1,10,4,6
5.5970,-1,900,4,6
5.3731,-1,80,4,6
4.9254,-1,10,7,6
4.7015,-1,10,1,6
4.4776,-1,10,7,6
4.0299,-1,10,1,6
3.5821,-1,10,7,6
2.6866,-1,10,7,6
1.7910,-1,10,1,6
0.8955,-1,10,7,6
0.0,-1,10,1,6
108.8060,-1,20,8,5
108.3582,-1,10,9,4
106.3433,-1,900,8,5
106.2313,-1,30,8,5
106.1194,-1,80,8,5
105.6716,-1,10,8,5
100.0746,-1,20,7,6
99.8507,-1,20,7,6
99.6269,-1,20,7,6
92.6866,-1,20,8,5
92.2388,-1,10,9,4
92.0149,-1,10,9,4
90.6716,-1,900,9,4
90.4478,-1,30,1,4
90.2239,-1,900,9,4
90.0,-1,30,1,4
89.7761,-1,30,1,4
89.5522,-1,80,9,4
88.8806,-1,900,9,4
88.6567,-1,80,9,4
86.1940,-1,900,9,4
85.9701,-1,80,9,4
81.9403,-1,10,9,4
81.4925,-1,10,8,4
81.0448,-1,10,7,4
80.5970,-1,10,6,4
79.0299,-1,900,9,4
78.8060,-1,80,9,4
78.3582,-1,10,8,4
77.9104,-1,10,9,4
77.4627,-1,10,7,4
77.0149,-1,10,6,4
76.3433,-1,900,8,5
76.1194,-1,900,8,5
75.8955,-1,900,8,5
75.6716,-1,30,1,5
75.4478,-1,30,1,5
75.2239,-1,80,8,5
68.2836,-1,900,8,4
68.0597,-1,80,8,4
65.1493,-1,10,8,5
64.7015,-1,900,8,5
64.4776,-1,80,8,5
60.2239,-1,900,8,5
60.0,-1,80,8,5
59.3284,-1,900,7,5
59.1045,-1,80,7,5
53.7313,-1,20,9,4
51.2687,-1,900,9,4
51.0448,-1,80,9,4
48.3582,-1,20,9,4
45.8955,-1,900,8,4
45.6716,-1,80,8,4
45.2239,-1,10,9,4
44.7761,-1,10,9,4
35.3731,-1,10,6,4
34.9254,-1,10,9,4
34.4776,-1,10,7,4
34.0299,-1,10,6,4
32.4627,-1,900,9,4
32.2388,-1,80,9,4
31.7910,-1,10,6,4
31.3433,-1,10,9,4
30.8955,-1,10,7,4
30.4478,-1,10,6,4
29.7761,-1,900,8,4
29.5522,-1,900,8,4
29.3284,-1,900,8,4
29.1045,-1,900,8,4
28.8806,-1,30,2,4
28.6567,-1,80,8,4
27.9851,-1,900,7,4
27.7612,-1,80,7,4
27.0896,-1,900,9,4
26.8657,-1,80,9,4
22.6119,-1,900,7,4
22.3881,-1,80,7,4
21.7164,-1,900,9,4
21.4925,-1,80,9,4
19.2537,-1,20,8,5
15.6716,-1,10,8,5
15.2239,-1,10,8,5
90.4478,-1,900,9,4
90.0,-1,900,9,4
89.7761,-1,900,9,4
75.8955,-1,30,8,5
75.6716,-1,900,8,5
75.4478,-1,900,8,5
29.1045,-1,30,8,4
28.8806,-1,900,8,4
90.4478,-1,30,9,4
107.4627,107.9104,100,5,4
106.1194,106.4552,100,1,5
98.9552,99.2910,100,7,6
94.9254,95.3731,100,1,5
91.3433,91.6791,100,5,4
89.5522,90.8955,100,1,4
88.6567,89.1045,100,1,4
87.7612,88.2090,100,5,4
85.9701,86.4179,100,1,4
85.0746,85.5224,100,1,4
84.1791,84.6269,100,1,4
83.2836,83.7313,100,5,4
82.8358,83.0597,100,9,4
82.3881,82.6119,100,1,4
78.8060,79.2537,100,1,4
75.2239,76.5672,100,1,5
72.5373,72.9851,100,8,5
71.6418,72.0896,100,9,4
69.8507,70.2985,100,1,4
68.0597,68.5075,100,2,4
64.4776,64.8134,100,1,5
60.8955,61.2313,101,4,6
60.0,60.4478,100,2,5
59.1045,59.5522,100,1,5
55.0746,55.5224,100,9,4
51.0448,51.4925,100,1,4
50.1493,50.5970,100,5,4
46.5672,46.9030,101,5,4
45.6716,46.1194,100,2,4
43.8806,44.2164,100,4,6
42.9851,43.4328,100,7,5
42.0896,42.5373,100,8,4
41.1940,41.6418,100,9,3
40.2985,40.6343,100,6,6
36.7164,37.1642,100,4,6
32.2388,32.6866,100,1,4
28.6567,30.0,100,2,4
27.7612,28.2090,100,1,4
26.8657,27.3134,100,3,4
22.3881,22.8358,100,1,4
21.4925,21.9403,100,3,4
14.3284,14.7761,100,4,6
6.2687,6.7164,100,4,6
5.3731,5.7090,100,4,6
106.1194,106.4552,100,8,5
89.5522,90.8955,100,9,4
88.6567,89.1045,100,9,4
85.9701,86.4179,100,9,4
78.8060,79.2537,100,9,4
75.2239,76.5672,100,8,5
68.0597,68.5075,100,8,4
64.4776,64.8134,100,8,5
60.0,60.4478,100,8,5
59.1045,59.5522,100,7,5
51.0448,51.4925,100,9,4
45.6716,46.1194,100,8,4
32.2388,32.6866,100,9,4
28.6567,30.0,100,8,4
27.7612,28.2090,100,7,4
26.8657,27.3134,100,9,4
22.3881,22.8358,100,7,4
21.4925,21.9403,100,9,4
